scene,psf_config,assumed_fwhm_m,snr,noise_std,lam,noise_model,rmse_vs_no_psf,rmse_std,noise_penalty,noise_penalty_std,regularization_noise_gain,regularization_noise_gain_std,regularization_noise_gain_pct,regularization_noise_gain_pct_std,n_realizations,n_cells
agriculture,matched,12.5,20.0,0.006586437996159757,1.0,white,0.022675034764501296,1.1724053325247675e-05,0.0005423907689468248,1.1724053325247407e-05,0.009221634030702575,3.601394184523902e-05,36.50301698895176,0.09916859634428811,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,0.0,correlated,0.01575194548349796,1.7086289170853098e-06,0.0002533782541441487,1.7086289170861136e-06,0.0,0.0,0.0,0.0,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,0.0,white,0.017425874731528852,1.3166904274295482e-05,0.0019273075021750414,1.3166904274295726e-05,0.0,0.0,0.0,0.0,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,0.001,correlated,0.01576158135731439,1.7254633135045841e-06,0.0002531008232284821,1.7254633135043197e-06,2.7743091566660715e-07,1.2501230296960552e-07,0.0017612562434248477,0.0007936083408984601,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,0.001,white,0.017363099461879215,1.2080468712642024e-05,0.0018546189277933115,1.2080468712641617e-05,7.268857438172994e-05,1.2700117417291338e-06,0.41712604603571224,0.0070100856605199826,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,0.01,correlated,0.01588492057516233,1.9270701170544118e-06,0.00025018617480297223,1.9270701170536617e-06,3.1920793411764626e-06,7.196783022570076e-07,0.02026471757405628,0.004568858389947366,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,0.01,white,0.017037149903061342,7.387794288453831e-06,0.0014024155027019872,7.387794288453322e-06,0.0005248919994730542,7.769470772639843e-06,3.0121164867296244,0.042574147928361096,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,0.1,correlated,0.01740985626842558,2.646330467495536e-06,0.0002219549242805662,2.6463304674963313e-06,3.1423329863582494e-05,1.7997952357714542e-06,0.19948871932455836,0.011428666254387411,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,0.1,white,0.01764762971628791,6.141948911308341e-06,0.00045972837214289486,6.141948911307961e-06,0.0014675791300321466,1.4996752386850806e-05,8.421790013032844,0.08025521873117239,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,1.0,correlated,0.022287387858643586,5.172882265351292e-06,0.00015474386308911395,5.172882265350344e-06,9.863439105503475e-05,4.661552014495181e-06,0.6261731444445903,0.029602470900259595,10,169654
agriculture,matched,12.5,50.0,0.0026345751984639025,1.0,white,0.022222242601401855,7.328994931301338e-06,8.959860584738313e-05,7.328994931300329e-06,0.0018377088963276583,1.5785823968195146e-05,10.54581389733345,0.0835796310147079,10,169654
agriculture,matched,12.5,100.0,0.0013172875992319513,0.0,correlated,0.015562079307640956,1.4104318884480797e-06,6.351207828714303e-05,1.4104318884479194e-06,0.0,0.0,0.0,0.0,10,169654
agriculture,matched,12.5,100.0,0.0013172875992319513,0.0,white,0.0159957434004307,5.574205556668302e-06,0.0004971761710768872,5.574205556668815e-06,0.0,0.0,0.0,0.0,10,169654
